,severity,description
16205,2,Incident on I-90 WB near IL-31 Right lane blocked. Expect delays.
16206,2,Incident on WASHINGTON ST EB near ALMOND RD Drive with caution.
16207,2,Incident on BEACH GROVE RD WB near IL-59 Drive with caution.
16208,2,Incident on IL-22 WB near IL-83 Drive with caution.
16209,2,Ramp to 130th St/Exit 68 - Accident.
16210,2,Incident on IL-43 SB near START OF SEGMENT Expect delays.
16211,2,Stationary traffic on I-90/I-80 from US-421/Exit 39 (I-90/I-80) to IN-39/Exit 49 (I-90/I-80) due to accident.
16212,2,Slow traffic on IL-132 from I-94/Tri State Tollway (Grand Ave/IL-132) to CR-29/N Hunt Club Rd (Grand Ave/IL-132) due to accident.
16213,2,Incident on IL-176 EB near FAIRFIELD RD Drive with caution.
16214,2,Incident on I-294 NB near IL-21 Right lane blocked. Expect delays.
16215,2,Incident on I-294 SB near WILLOW RD Right lane blocked. Expect delays.
16216,2,Incident on MONAVILLE RD near FAIRFIELD RD Expect long delays.
16217,2,Incident on I-90 WB near IL-58 Expect long delays.
16218,2,Incident on IL-83 NB near LAKE COOK RD Drive with caution.
16219,2,Incident on IL-22 near QUENTIN RD Expect delays.
16220,2,Incident on LAKE COOK RD near IL-53 Expect delays.
16221,2,Incident on LAKE COOK RD WB near SCHAEFFER RD Drive with caution.
16222,2,Stationary traffic on I-65 S from IN-2/Exit 240 (I-65) to IN-10/Exit 230 (I-65) due to accident.
16223,2,Stationary traffic on IL-60 from CR-20/W Peterson Rd (IL-60) to IL-83/Schank Ave/Ivanhoe Rd (IL-60) due to accident resurfacing work.
16224,2,Incident on GREEN BAY RD near RUSSELL RD Expect long delays.
16225,2,Stationary traffic on I-294 from I-55/Adlai E Stevenson Expy (La Grange) (South) (I-294) to I-55/Adlai E Stevenson Expy (La Grange) (North) (I-294) due to accident.
16226,2,Stationary traffic on I-65 N from IN-114/Exit 215 (I-65) to IN-14 (I-65) due to accident.
16227,2,Stationary traffic on IL-21 from IL-60/E Townline Rd (N Milwaukee Ave/IL-21) to IL-176/Park Ave (Milwaukee Ave/IL-21) due to accident.
16228,2,Incident on US-12 NB near BIG HOLLOW RD Drive with caution.
16229,2,Incident on US-12 NB near IL-134 Expect delays.
16230,2,Incident on US-41 NB near IL-137 Drive with caution.
16231,2,Incident on IL-137 near ST MARY'S RD Expect long delays.
16232,2,Incident on IL-134 near US-12 Road closed. Take alternate route.
16233,2,Incident on I-80 EB near CLAY ST Right lane blocked. Expect delays.
16234,2,Incident on SHERIDAN RD NB near ARGONNE DR Drive with caution.
16235,2,Incident on I-88 WB near I-355 Expect long delays.
16236,2,Incident on US-12 NB near LONG GROVE RD Road closed. Take alternate route.
16237,2,Stationary traffic from IL-53 (Lake Cook Rd) to N Arlington Heights Rd (W Lake Cook Rd) due to accident roadwork.
16238,2,Incident on I-65 SB near IN-10 Left lane blocked.
16239,2,Incident on I-88 EB near PRAIRIE PATH Expect long delays.
16240,2,Incident on I-90 EB near HIGGINS RD Left lane blocked.
16241,2,Lane closed on I-94 E - I-80 E - US-41 S - US-6 E from US-41/Exit 1 (I-94/I-80) to US-41/Indianapolis Blvd/Exit 2 (I-94/I-80) due to accident.
16242,2,Slow traffic on I-294 S - Tri State Tollway S from Tri State Tollway (I-294) to I-55/Adlai E Stevenson Expy (La Grange) (North) (I-294) due to accident.
16243,2,Incident on QUENTIN RD near LAKE COOK RD Expect delays.
16244,2,Incident on US-12 NB near MILLER RD Drive with caution.
16245,2,Incident on WASHINGTON ST near US-41 Expect long delays.
16246,2,Incident on WASHINGTON ST EB near GREENLEAF ST Drive with caution.
16247,2,Stationary traffic on County Hwy-V69 from N Highland Ln to Auburn Ln due to accident.
16248,2,Incident on SHERIDAN RD SB near 9TH ST Drive with caution.
16249,2,Incident on NIPPERSINK RD WB near IL-134 Road closed. Take alternate route.
16250,2,Incident on LAKE COOK RD EB near RIDGE RD Drive with caution.
16251,2,Incident on IL-60 EB near ST MARYS RD Drive with caution.
16252,2,Incident on IL-120 near IL-120 Expect delays.
16253,2,Incident on IL-176 near DARRELL RD Expect delays.
16254,2,Incident on WILSON RD NB near NIPPERSINK RD Drive with caution.
16255,2,Incident on IL-173 near US-45 Expect delays.
16256,2,Incident on FAIRWAY DR near IL-60 Expect delays.
16257,2,Incident on US-12 SB near IL-22 Drive with caution.
16258,2,Incident on BONNER RD WB near US-12 Drive with caution.
16259,2,Incident on WESTLEIGH RD WB near US-41 Drive with caution.
16260,2,Stationary traffic on I-294 from I-80 (I-294) to W 127th St (I-294) due to accident.
16261,2,Incident on GILMER RD EB near INDIAN CRK RD Drive with caution.
16262,2,Stationary traffic on IL-120 from IL-131/S Green Bay Rd (Belvidere Rd/IL-120) to S Lewis Ave (Belvidere St/IL-120) due to accident.
16263,2,Incident on IL-22 near IL-83 Expect delays.
16264,2,Incident on I-88 WB near RAYMOND DR Left lane blocked.
16265,2,Queuing traffic on US-41 N - IL-137 from Frontenac St to Skokie Hwy / Martin Luther King Jr Dr due to accident.
16266,2,Incident on LEWIS AVE NB near ARGONNE DR Drive with caution.
16267,2,Stationary traffic on CR-45 from US-45 (CR-A22/W Washington St/CR-45) to CR-29/N Hunt Club Rd (W Washington St/CR-45) due to accident.
16268,2,Accident on Central Ave/Exit 13 (I-94/I-80) from US-6/IN-51/Ripley St/Exit 15 (I-94/I-80) to I-94 E - I-80 E.
16269,2,Accident from Martin Luther King Dr (E 15th Ave) to I-65 (E 15th Ave).
16270,2,Stationary traffic on County Hwy-V69 from N Highland Ln to Auburn Ln due to accident.
16271,2,Slow traffic on IL-60 - County Hwy-57 - County Hwy-W11 from McCormick Blvd to W Hawthorn Pkwy due to accident roadwork.
16272,2,Incident on I-90 WB near TOUHY AVE Right lane blocked. Expect delays.
16273,2,Incident on I-65 SB near 205TH AVE Right lane blocked. Expect delays.
16274,2,Incident on I-290 WB near S 17TH AVE Expect delays.
16275,2,Incident on I-90 WB near ROSELLE RD Expect long delays.
16276,2,Incident on IL-132 near FULLER RD Expect delays.
16277,2,Stationary traffic on US-41 from W Westleigh Rd (S Skokie Hwy/US-41) to E Old Elm Rd/Old Elm Rd (S Skokie Hwy/US-41) due to accident.
16278,2,Incident on IL-22 near OLD BARRINGTON RD Expect delays.
16279,2,Incident on US-41 SB near 300 Left lane blocked.
16280,2,Incident on I-65 SB near 61ST AVE Road closed. Take alternate route.
16281,2,Slow traffic from I-294/IL-38/Roosevelt Rd (I-294/Tri-State Tollway Outer Lane) to I-294/Tri-State Tollway (I-294/Tri-State Tollway Outer Lane) due to accident.
16282,2,Incident on IL-83 near IVANHOE RD Expect delays.
16283,2,Incident on I-294 SB near WOLF RD Expect long delays.
16284,2,Queuing traffic on US-41 from Central Ave (US-41) to IL-22/Half Day Rd (US-41) due to accident.
16285,2,Incident on SHERIDAN RD near 23RD ST Expect long delays.
16286,2,Incident on WASHINGTON ST WB near HAINESVILLE RD Drive with caution.
16287,2,Incident on OLD MCHENRY RD EB near CUBA RD Drive with caution.
16288,2,Incident on I-88 EB near MEYERS RD Expect long delays.
16289,2,Incident on OLD CHECKER RD near BUFFALO GROVE RD Expect delays.
16290,2,Stationary traffic on I-94 W - I-80 W - US-6 W from IN-249/Exit 19 (I-94) to I-80/Ripley St/Exit 16 (I-94) due to accident.
16291,2,Incident on US-41 SB near STEARNS SCHOOL RD Expect long delays.
16292,2,Incident on I-294 NB near 163RD ST PLAZA Left lane blocked.
16293,2,Incident on IL-21 NB near IL-60 Drive with caution.
16294,2,Incident on IL-173 WB near US-45 Drive with caution.
16295,2,Incident on IL-173 near US-45 Expect delays.
16296,3,At CR-35/55th St - Accident.
16297,2,Stationary traffic on Jane Addams Memorial Tollway W - I-90 W from Arlington Heights Rd (I-90) to IL-53 (I-90) due to accident.
16298,2,Incident on 21ST ST EB near DELANY RD Drive with caution.
16299,2,Stationary traffic on I-65 N from Ridge Rd/Exit 258 (I-65) to I-94/I-80/US-6/Exit 259 (I-65) due to accident.
16300,2,Incident on I-94 EB near IL-120 Left lane blocked.
16301,2,Stationary traffic on I-65 from I-94/I-80/US-6/Exit 259 (I-65) to 61st Ave/Exit 255 (I-65) due to accident roadwork.
16302,2,Incident on I-90 WB near BARTLETT RD Expect long delays.
16303,2,Incident on I-355 SB near IL-53 Right lane blocked. Expect delays.
16304,2,Stationary traffic on US-12 W - County Hwy-32 - County Hwy-V77 from Timber Lake Rd to N Milton Rd due to accident.
16305,2,Incident on SHERIDAN RD NB near OLD ELM RD Drive with caution.
16306,2,Slow traffic on I-294 S - Tri State Tollway S from I-290/US-20/IL-64 (I-294) to I-88 (I-294) due to accident.
16307,2,Incident on US-12 SB near LONG GROVE RD Drive with caution.
16308,2,Slow traffic lane closed on I-65 from 61st Ave/Exit 255 (I-65) to Ridge Rd/Exit 258 (I-65) due to accident.
16309,2,Incident on US-12 near LAKE COOK RD Expect delays.
16310,2,Incident on I-90 WB near US-20 Right lane blocked. Expect delays.
16311,2,Incident on ECHO LAKE RD near OLD MCHENRY RD Expect long delays.
16312,2,Incident on SHERIDAN RD near WADSWORTH RD Expect delays.
16313,2,Incident on IL-21 SB near IL-132 Drive with caution.
16314,2,Stationary traffic on I-355 S - Veterans Memorial Tollway S from Army Trail Toll Plaza (I-355) to IL-38/Roosevelt Rd (I-355) due to accident.
16315,2,Incident on I-65 SB near 205TH AVE Right lane blocked. Expect delays.
16316,2,Queuing traffic on IL-132 from N Oplaine Rd (Grand Ave/IL-132) to IL-131/N Green Bay Rd (Grand Ave/IL-132) due to accident.
16317,2,Incident on US-45 near IL-83 Expect delays.
16318,2,Incident on LAKE COOK RD EB near WILMOT RD Expect delays.
16319,2,Incident on IL-132 near CEDAR LAKE RD Expect delays.
16320,2,Slow traffic on IL-132 from N Oplaine Rd (Grand Ave/IL-132) to IL-131/N Green Bay Rd (Grand Ave/IL-132) due to accident.
16321,2,Slow traffic from I-294/IL-38/Roosevelt Rd (I-294/Tri-State Tollway Outer Lane) to I-294/Tri-State Tollway (I-294/Tri-State Tollway Outer Lane) due to accident.
16322,2,Incident on US-12 SB near SAYTON RD Drive with caution.
16323,2,Incident on I-65 SB near 153RD AVE Road closed. Take alternate route.
16324,2,Incident on I-65 SB near IN-10 Road closed. Take alternate route.
16325,2,Stationary traffic on I-294 from I-55/Adlai E Stevenson Expy (La Grange) (South) (I-294) to US-34/Ogden Ave (I-294) due to accident.
16326,2,Incident on BUTTERFIELD RD NB near GOLF RD Drive with caution.
16327,2,Incident on WASHINGTON ST EB near US-41 Expect long delays.
16328,2,Incident on I-294 SB near 131ST ST Left lane blocked.
16329,4,Road I-294 is closed from I-55/Adlai E Stevenson Expy (La Grange) (North) (I-294) to 75th St (I-294) due to accident.
16330,2,Stationary traffic on I-94 from US-41 (I-94) to IL-173/Rosecrans Rd (I-94) due to accident.
16331,2,Incident on IL-176 EB near US-41 Drive with caution.
16332,2,Incident on I-294 SB near US-20 Right lane blocked. Expect delays.
16333,2,Incident on IL-21 near LAKE COOK Expect long delays.
16334,2,Incident on SHERIDAN RD SB near 33RD ST Drive with caution.
16335,2,Stationary traffic on IL-120 - IL-131 from S Birch Ave to Apple Ave due to accident.
16336,2,Incident on IL-59 SB near GRASS LAKE RD Drive with caution.
16337,2,Incident on I-88 WB near IL-56 Road closed. Take alternate route.
16338,2,Queuing traffic on IL-53 from State Route 53 / Long Grove Rd to E Old Hicks Rd due to accident.
16339,2,Incident on IL-132 EB near US-41 Drive with caution.
16340,2,Slow traffic on I-55 N from IL-59/Exit 251 (I-55) to US-30/Exit 257 (I-55) due to accident.
16341,2,Incident on I-294 SB near I-55 Expect long delays.
16342,2,Incident on I-80 EB near GRANT ST Left lane blocked.
16343,2,Incident on FAIRFIELD RD NB near IL-134 Drive with caution.
16344,2,Stationary traffic on I-94/I-80 from I-80 &amp; I-94 Junction (West)/I-294 (I-94/I-80) to US-41/Exit 1 (I-94/I-80) due to accident.
16345,2,Incident on IL-176 WB near DARRELL RD Drive with caution.
16346,2,Incident on IL-134 EB near NIPPERSINK RD Drive with caution.
16347,2,Stationary traffic on County Hwy-V69 from N Highland Ln to Auburn Ln due to accident.
16348,2,Incident on RUSSELL RD near KILBOURNE RD Drive with caution.
16349,2,Incident on I-294 NB near 55TH ST Left lane blocked.
16350,2,Incident on HUNT CLUB RD near SAND LAKE RD Expect delays.
16351,2,Slow traffic on I-294 from US-20/US-12/95th St (I-294) to IL-50/Cicero Ave (I-294) due to accident.
16352,4,Incident on US-41 SB near S 300 Road closed. Take alternate route.
16353,2,Incident on I-65 NB near 35TH AVE Expect delays.
16354,2,Slow traffic on Skokie Hwy N - US-41 N from Clavey Rd to Park Ave W due to accident.
16355,2,Incident on I-65 SB near W 500 N Expect long delays.
16356,2,Incident on IL-176 WB near IL-176 Drive with caution.
16357,2,Stationary traffic on I-65 N from IN-14 (I-65) to IN-10/Exit 230 (I-65) due to accident.
16358,2,Incident on I-88 WB near YACKLEY RD Expect long delays.
16359,2,Slow traffic on I-88 from Diehl Rd/Bilter Rd (I-88) to IL-59 (I-88) due to accident.
16360,2,Incident on ROLLINS RD WB near WILSON RD Drive with caution.
16361,2,Incident on I-80 EB near COLORADO ST Expect long delays.
16362,2,Stationary traffic on IL-120 from IL-131/S Green Bay Rd (Belvidere Rd/IL-120) to S Lewis Ave (Belvidere St/IL-120) due to accident.
16363,2,Stationary traffic on IL-83 from McHenry Rd/Chelsea Dr (IL-83) to E Lake Cook Rd (McHenry Rd/IL-83) due to accident.
16364,2,Incident on DEEP LAKE RD NB near GRASS LAKE RD Drive with caution.
16365,2,Incident on LAKE COOK RD EB near ELA RD Drive with caution.
16366,2,Stationary traffic on IL-60 from I-94/Tri State Tollway (Townline Rd/IL-60) to CR-41/CR-19/St Marys Rd (Townline Rd/IL-60) due to accident.
16367,2,Incident on IL-60 EB near IL-21 Drive with caution.
16368,2,Stationary traffic on IL-83 from IL-22 (IL-83) to IL-53 (IL-83) due to accident.
16369,2,Incident on IL-21 NB near HALF DAY RD Drive with caution.
16370,2,Slow traffic on I-294 from US-34/Ogden Ave (I-294) to I-55/Adlai E Stevenson Expy (La Grange) (South) (I-294) due to accident.
16371,4,Incident on CEDAR LAKE RD SB near IL-134 Road closed. Take alternate route.
16372,2,Incident on IL-120 near ATKINSON RD Drive with caution.
16373,2,Slow traffic on Tri State Tollway N - I-294 N from I-290/US-20/IL-64 (I-294) to Balmoral Ave (I-294) due to accident.
16374,2,Incident on GRASS LAKE RD EB near STATE PARK RD Drive with caution.
16375,2,Incident on DEEP LAKE RD near IL-173 Road closed. Take alternate route.
16376,2,Incident on I-65 NB near W 700 Left lane blocked.
16377,2,Incident on I-294 SB near MANNHEIM RD Expect long delays.
16378,2,Incident on I-94 EB near DUFFY LN Right lane blocked. Expect delays.
16379,2,Incident on IL-59 SB near US-14 Drive with caution.
16380,3,At S Grace St - Accident.
16381,2,Incident on IL-137 WB near CASEY RD Drive with caution.
16382,2,Incident on I-80 WB near KENNEDY AVE Expect long delays.
16383,2,Incident on OLD RAND RD NB near BONNER RD Drive with caution.
16384,2,Incident on US-12 NB near OLD MCHENRY RD Drive with caution.
16385,2,Incident on I-294 NB near WOLF RD Right lane blocked. Expect delays.
16386,2,Incident on IL-173 EB near I-94 Drive with caution.
16387,4,Incident on US-12 NB near CASE RD Road closed. Take alternate route.
16388,2,Incident on OLD MCHENRY RD NB near MIDLOTHIAN RD Road closed. Take alternate route.
16389,2,Incident on I-294 NB near 47TH ST Expect long delays.
16390,2,Incident on IL-83 NB near IL-120 Drive with caution.
16391,2,Incident on QUENTIN RD SB near LONG GROVE RD Drive with caution.
16392,2,Incident on RIDGE RD SB near WEST PARK AVE Drive with caution.
16393,2,Incident on IL-83 NB near DIAMOND LAKE RD Drive with caution.
16394,2,Incident on IL-60 near DIAMOND LAKE RD Expect long delays.
16395,2,Incident on I-80 WB near EXIT 15 Expect long delays.
16396,2,Incident on IL-22 EB near US-12 Drive with caution.
16397,2,Stationary traffic on IL-53 from State Route 53 / Long Grove Rd to E Old Hicks Rd due to accident.
16398,2,Incident on IL-83 NB near APTAKISIC RD Drive with caution.
16399,2,Incident on US-41 NB near 300 Left lane blocked.
16400,2,Incident on I-94 EB near UNION PIER RD Expect long delays.
16401,2,Incident on I-355 SB near 22ND ST Expect long delays.
16402,2,Incident on US-41 SB near US-41 Drive with caution.
16403,2,Incident on I-65 SB near IN-10 Road closed. Take alternate route.
16404,4,Incident on WASHINGTON ST NB near GREEN BAY RD Road closed. Take alternate route.
16405,2,Incident on GRAND AVE WB near IL-59 Drive with caution.
16406,2,Incident on I-55 SB near W CATON FARM RD Expect delays.
16407,2,Slow traffic on I-294 from I-290/US-20/IL-64 (I-294) to IL-19/Irving Park Rd (I-294) due to accident.
16408,3,At Grace St - Accident.
16409,2,Incident on I-88 WB near WINFIELD RD Expect long delays.
16410,2,Incident on I-88 WB near EOLA RD Right lane blocked. Expect delays.
16411,2,Incident on IL-137 EB near BUTTERFIELD RD Drive with caution.
16412,2,Stationary traffic on I-94 E - Tri State Tollway S from IL-22/Half Day Rd (I-94) to Deerfield Rd (I-94) due to accident.
16413,2,Incident on IL-60 WB near BUTTERFIELD RD Drive with caution.
16414,2,Queuing traffic on US-41 from Central Ave (US-41) to IL-22/Half Day Rd (US-41) due to accident.
16415,2,Incident on I-294 SB near I-55 Expect long delays.
16416,2,Incident on I-294 NB near LA GRANGE RD Expect long delays.
16417,2,Incident on I-294 NB near LA GRANGE RD Left lane blocked.
16418,2,Incident on I-80 WB near COLFAX ST Expect delays.
16419,2,Stationary traffic on I-65 from I-94/I-80/US-6/Exit 259 (I-65) to 61st Ave/Exit 255 (I-65) due to accident.
16420,2,Incident on I-294 SB near CERMAK PLAZA Expect long delays.
16421,2,Incident on I-65 NB near N 600 Right lane blocked. Expect delays.
16422,2,Incident on I-65 SB near IN-114 Left lane blocked.
16423,2,Stationary traffic on IL-53 from N Arlington Heights Rd (W Lake Cook Rd) to US-12/Rand Rd (Lake Cook Rd) due to accident.
16424,2,Slow traffic on I-94 W - I-80 W - US-6 W from US-6/IN-51/Ripley St/Exit 15 (I-94/I-80) to I-65/Exit 12 (I-94/I-80) due to accident.
16425,2,Slow traffic on I-294 from IL-50/Cicero Ave (I-294) to US-20/US-12/95th St (I-294) due to accident.
16426,2,Incident on WASHINGTON ST near US-45 Expect delays.
16427,2,Incident on WASHINGTON ST EB near US-45 Drive with caution.
16428,2,Incident on I-294 NB near 135TH ST Left lane blocked.
16429,2,Incident on I-90 WB near IL-59 Expect long delays.
16430,2,Slow traffic on I-294 from IL-171/Archer Ave (I-294) to I-55/Adlai E Stevenson Expy (La Grange) (South) (I-294) due to accident.
16431,2,Incident on US-41 NB near DELANY RD Drive with caution.
16432,2,Incident on I-294 SB near IL-43 Left lane blocked.
16433,2,Incident on I-94 SB near EB IL-132 ENTRANCE Left lane blocked.
16434,2,Incident on I-80 EB near KENNEDY AVE Left lane blocked.
16435,2,Incident on I-294 NB near 163RD ST Left lane blocked.
16436,2,Incident on I-80 WB near CLARK RD Right lane blocked. Expect delays.
16437,2,Incident on I-88 WB near MEYERS RD Left lane blocked.
16438,2,Incident on ROBERTS RD EB near DARRELL RD Drive with caution.
16439,2,Incident on I-80 EB near COLUMBIA AVE Expect long delays.
16440,2,Incident on ELA RD NB near US-12 Drive with caution.
16441,2,Incident on IL-60 near ERHART RD Road closed. Take alternate route.
16442,2,Incident on I-55 NB near US-52 Road closed. Take alternate route.
16443,2,Incident on IL-120 EB near FAIRFIELD RD Road closed. Take alternate route.
16444,2,Incident on I-294 NB near US-20 Right lane blocked. Expect delays.
16445,2,Incident on US-45 EB near HUTCHINS RD Road closed. Take alternate route.
16446,2,Incident on I-294 NB near BALMORAL AVE Right lane blocked. Expect delays.
16447,2,Incident on US-41 SB near WADSWORTH RD Drive with caution.
16448,2,Incident on IL-137 EB near IL-83 Drive with caution.
16449,2,Incident on IL-390 EB near EISENHOWER EXPY Right lane blocked. Expect delays.
16450,2,Incident on ROLLINS RD EB near GRAND AVE Drive with caution.
16451,2,Slow traffic on I-94 W - I-80 W - US-6 W from IN-249/Exit 19 (I-94) to I-80/Ripley St/Exit 16 (I-94) due to accident.
16452,2,Stationary traffic on Tri State Tollway N - I-294 N from IL-50/Cicero Ave (I-294) to IL-171/Archer Ave (I-294) due to accident.
16453,2,Incident on LAKE COOK RD WB near SCHAEFFER RD Drive with caution.
16454,2,Incident on IL-120 WB near HUNT CLUB RD Drive with caution.
16455,2,Stationary traffic on County Hwy-V57 - County Hwy-60 from Long Grove Rd to N Ela Rd / Cuba Rd due to accident.
16456,2,Slow traffic from N Midlothian Rd to Beckett Crossing Dr due to accident.
16457,2,Incident on US-12 SB near CUBA RD Drive with caution.
16458,2,Incident on CUBA RD WB near IL-59 Drive with caution.
16459,2,Incident on SHERIDAN RD NB near GRAND AVE Drive with caution.
16460,2,Incident on PETERSON RD near ALLEGHANY RD Drive with caution.
16461,2,Stationary traffic on I-294 S - Tri State Tollway S from IL-38/Roosevelt Rd (I-294) to I-55/Adlai E Stevenson Expy (La Grange) (North) (I-294) due to accident.
16462,2,Stationary traffic on I-294 from IL-50/Cicero Ave (I-294) to 82nd/83rd St Toll Plaza (I-294) due to accident.
16463,2,Incident on YORK HOUSE RD EB near NORTH AVE Drive with caution.
16464,2,Incident on I-294 NB near RIDGELAND AVE Left lane blocked.
16465,2,Incident on I-65 NB near 109TH AVE Right lane blocked. Expect delays.
16466,2,Incident on IL-43 NB near IL-60 Drive with caution.
16467,2,Stationary traffic on I-294 from Willow Rd (I-294) to I-90/Kennedy Expy/Tri State Tollway (I-294) due to accident.
16468,2,Stationary traffic on IL-83 - IL-22 from IL Route 22 / N Tall Oaks Dr to Heather Knoll Ct due to accident.
16469,2,Incident on US-14 WB near KELSEY RD Drive with caution.
16470,2,Slow traffic on I-65 from Ridge Rd/Exit 258 (I-65) to US-30/Exit 253 (I-65) due to accident roadwork.
16471,4,Incident on IL-132 NB near US-45 Road closed. Take alternate route.
16472,2,Accident on IN-10/Exit 230 (I-65) from IN-2/Exit 240 (I-65) to I-65 N.
16473,2,Incident on WADSWORTH RD EB near DELANY RD Drive with caution.
16474,2,Stationary traffic from IL-132/Grand Ave (N Lewis Ave) to Sunset Ave (N Lewis Ave) due to accident.
16475,2,Incident on DELANY RD SB near RYAN RD Drive with caution.
16476,2,Incident on IL-120 WB near FAIRFIELD RD Drive with caution.
16477,2,Incident on MIDLOTHIAN RD NB near ECHO LAKE RD Drive with caution.
16478,2,Incident on IL-120 EB near HUNT CLUB RD Drive with caution.
16479,2,Incident on IL-59 SB near US-14 Drive with caution.
16480,2,Incident on US-12 NB near BONNER RD Drive with caution.
16481,2,Stationary traffic on I-294 from 75th St (I-294) to I-55/Adlai E Stevenson Expy (La Grange) (South) (I-294) due to accident.
16482,2,Incident on KENOSHA RD NB near GREEN BAY RD Drive with caution.
16483,2,Stationary traffic on Tri State Tollway N - I-294 N in Stevenson Expy exit [23A] due to accident.
16484,2,Incident on US-41 near WESTLEIGH RD Expect delays.
16485,2,Stationary traffic on County Hwy-A22 from US-41/Skokie Hwy (CR-A22/Washington St/CR-45) to IL-131/N Green Bay Rd (Washington St/CR-45) due to accident.
16486,2,Incident on US-41 near IL-176 Expect delays.
16487,2,Slow traffic on IL-120 - IL-131 from S Birch Ave to Apple Ave due to accident.
16488,2,Incident on I-88 WB near HIGHLAND AVE Expect long delays.
16489,2,Incident on IL-83 SB near US-45 Expect delays.
16490,2,Incident on IL-134 near IL-120 Expect delays.
16491,2,Incident on US-12 NB near LAKE COOK RD Expect long delays.
16492,2,Incident on US-41 NB near MARTIN LUTHER KING JR DR Drive with caution.
16493,2,Queuing traffic on US-12 W - County Hwy-V57 - County Hwy-60 from June Ter to N Ela Rd due to accident.
16494,2,Slow traffic on IL-120 from US-41/Skokie Hwy (Belvidere Rd/IL-120) to S Lewis Ave (Belvidere St/IL-120) due to accident.
16495,2,Incident on GRAND AVE EB near BUTRICK RD Drive with caution.
16496,2,Incident on I-94 WB near IL-22 Left lane blocked.
16497,2,Stationary traffic on I-94 W - I-80 W - US-6 W from Burr St/Exit 6 (I-94/I-80) to US-41/Indianapolis Blvd/Exit 2 (I-94/I-80) due to accident.
16498,2,Accident on Kennedy Ave/Exit 3B (I-94/I-80) from US-41/Indianapolis Blvd/Exit 2 (I-94/I-80) to I-94 W - I-80 W - US-6 W.
16499,2,Incident on I-80 WB near GEORGIA ST Right lane blocked. Expect delays.
16500,2,Incident on I-80 WB near GEORGIA ST Expect delays.
16501,2,Incident on LEWIS AVE SB near 29TH ST Drive with caution.
16502,2,Stationary traffic on I-65 S from IN-10/Exit 230 (I-65) to IN-114/Exit 215 (I-65) due to accident.
16503,2,Incident on IL-137 WB near OPLAINE RD Drive with caution.
16504,2,Incident on LAKE COOK RD EB near RIVERWOODS RD Drive with caution.
16505,2,Queuing traffic on IL-53 from State Route 53 / Long Grove Rd to E Old Hicks Rd due to accident.
16506,4,Incident on US-12 EB near POTTAWATOMIE RD Road closed. Take alternate route.
16507,2,Incident on LAKE COOK RD near IL-53 Drive with caution.
16508,2,Queuing traffic on IL-60 - County Hwy-57 - County Hwy-W11 from W Hawthorn Pkwy to W Aspen Pointe Rd due to accident.
16509,2,Incident on I-80 TOLL EB near US-421 Drive with caution.
16510,2,Slow traffic on IL-83 from Weiland Rd to N Buffalo Grove Rd due to accident.
16511,2,Stationary traffic on IL-132 - IL-21 from Rogers Rd to Glendale Dr due to accident.
16512,2,Stationary traffic on US-12 from CR-43/W Long Grove Rd (N Rand Rd/US-12) to E Lake Cook Rd (N Rand Rd/US-12) due to accident.
16513,2,Stationary traffic on US-41 from CR-17/W Wadsworth Rd (Skokie Hwy/US-41) to IL-21 (Skokie Hwy/US-41) due to accident.
16514,2,Incident on IL-60 EB near CEDAR LAKE RD Drive with caution.
16515,2,Incident on I-294 SB near IL-50 Center lane blocked. Expect Delays.
16516,2,Incident on I-90 WB near BUSSE RD Right lane blocked. Expect delays.
16517,2,Incident on I-294 NB near IL-62 Left lane blocked.
16518,2,Incident on 9TH ST EB near GREEN BAY RD Drive with caution.
16519,2,Slow traffic on I-94 W - I-80 W - US-6 W from Central Ave/Exit 13 (I-94/I-80) to IN-53/Broadway/Exit 10 (I-94/I-80) due to accident.
16520,2,Incident on IL-120 near IL-134 Road closed. Take alternate route.
16521,2,Incident on IL-137 near ST MARY'S RD Road closed. Take alternate route.
16522,2,Incident on KENOSHA RD near 9TH ST Expect delays.
16523,2,Incident on MARTIN LUTHER KING JR DR WB near LEWIS AVE Drive with caution.
16524,2,Incident on SUNSET AVE EB near LEWIS AVE Drive with caution.
16525,2,Slow traffic on I-65 N from Ridge Rd/Exit 258 (I-65) to I-94/I-80/US-6/Exit 259 (I-65) due to accident.
16526,2,Stationary traffic on US-12 W from CR-2/W Miller Rd (N Rand Rd/US-12) to W Ivanhoe Rd (Rand Rd/US-12) due to accident.
16527,2,Stationary traffic on County Hwy-V69 from N Highland Ln to Auburn Ln due to accident.
16528,2,Incident on I-80 EB near COLUMBIA AVE Right lane blocked. Expect delays.
16529,2,Incident on FAIRFIELD RD SB near IL-132 Drive with caution.
16530,2,Incident on I-294 SB near IRVING PARK PLAZA Expect long delays.
16531,2,Incident on SUNSET AVE near GREEN BAY RD Expect delays.
16532,2,Slow traffic on I-94 from IL-60/Townline Rd (I-94) to IL-22/Half Day Rd (I-94) due to accident.
16533,2,Incident on I-88 WB near I-355 Expect long delays.
16534,2,Incident on US-45 NB near HAWLEY ST Drive with caution.
16535,2,Incident on ROLLINS RD near HAINESVILLE RD Expect long delays.
16536,2,Incident on ROLLINS RD EB near CEDAR LAKE RD Drive with caution.
16537,2,Incident on IL-176 near ROBERTS RD Expect delays.
