severity,description
3,At Central Ave/Exit 23B - Accident. Two lanes blocked. on the right.
3,At IL-137/Buckley Rd - Accident.
3,At US-41/N Skokie Hwy - Accident.
4,Between IL-126/Exit 261 and IL-53/Exit 267 - Accident. Left lane blocked.
3,At 31st St/Exit 54 - Accident.
3,At Plainfield Rd - Accident.
3,At Austin Blvd/Exit 23A - Earlier accident. on the right.
3,Between Sacramento Blvd/Exit 27A and Independence Blvd/Exit 26A - Earlier accident. on the right.
3,At IL-53/Exit 267 - Accident.
3,At I-53 - Accident. Hard shoulder blocked.
3,At Cottage Grove Ave - Accident.
3,At S Dr Martin Luther King Jr Dr - Accident.
3,Between Houbolt Rd/Exit 127 and US-30/Maple St/Exit 137 - Earlier accident.
3,At Swift Rd - Accident.
1,At Lawrence Ave/Exit 84 - Earlier accident.
3,At CR-17/Chicago Ave/Maple Ave - Accident.
3,At I-355/North-South Tollway - Accident.
3,At IL-132/Grand Ave - Accident.
3,At Warrenville Rd - Accident.
3,At IL-53/Exit 267 - Earlier accident. on the right.
3,At Richards St/Exit 133 - Accident. on the right.
3,Between I-355/Exit 269 and IL-53/Exit 267 - Accident. Right lane blocked.
3,At W 138th St - Accident.
3,At Richards St/Exit 133 - Accident. on the right.
3,Ramp to I-294/Tri-State Tollway Southbound - Accident.
3,At US-52/IL-53/Chicago St/Exit 132 - Accident. on the right.
3,At US-12/US-20/US-45/Exit 17 - Earlier accident.
3,At IL-131/N Green Bay Rd - Accident.
2,Between Chicago Ohare Int'l Airport and I-294/Exit 1 - Earlier accident.
3,At CR-21/Big Timber Rd - Accident.
3,At CR-W34/N Lewis Ave - Accident.
3,At US-30/Maple St/Exit 137 - Earlier accident. on the right.
3,At CR-W34/N Lewis Ave - Accident.
3,At CR-34/Randall Rd - Accident.
3,At County Farm Rd - Accident.
3,At McAree Rd - Accident.
3,At I-88/IL-56/Butterfield Rd - Accident.
3,At N Plum Grove Rd - Serious accident.
3,At IL-83/Kingery Hwy - Accident.
3,At Glen Ellyn Rd - Accident.
3,At IL-83 - Accident.
3,At IL-21/N Milwaukee Ave - Accident.
1,Ramp to W Van Buren St WB and I-290/Eisenhower Expy W WB - Earlier accident.
3,At IL-56/Butterfield Rd - Accident.
1,At I-55/31st St/Stevenson Expy - Earlier accident.
3,At IL-83/Kingery Hwy - Accident.
3,At IL-50/Cicero Ave - Accident.
3,At 91st St - Accident.
3,At Lawrence Ave/Exit 84 - Accident.
3,At I-294/Tri-State Tollway - Overturned vehicle.
3,At US-12/US-20/US-45/Exit 17 - Accident.
3,At W 67th St/W Marquette Rd - Accident.
3,At IL-171/Cumberland Ave/Thatcher Ave - Accident.
3,At N Pulaski Rd - Accident.
2,Between US-6/IN-51/Ripley St/Exit 15 and I-65/Exit 12 - Accident. Center lane blocked.
2,Between US-6/IN-51/Ripley St/Exit 15 and I-65/Exit 12 - Earlier accident. Center lane blocked.
2,At US-6-BR/Ridge Rd/Exit 258 - Accident. Right lane blocked.
3,Between US-30/Exit 253 and US-6-BR/Ridge Rd/Exit 258 - Accident. Right lane blocked.
3,Between US-30/Exit 253 and US-6-BR/Ridge Rd/Exit 258 - Accident. Right lane closed.
3,Between 61st Ave/Exit 255 and US-6-BR/Ridge Rd/Exit 258 - Accident. Right lane closed.
3,Between 61st Ave/Exit 255 and US-6-BR/Ridge Rd/Exit 258 - Accident. Left lane blocked. Traffic problem.
2,At 61st Ave/Exit 255 - Earlier accident.
2,At 61st Ave/Exit 255 - Accident. Center lane blocked.
2,At 61st Ave/Exit 255 - Accident. Center lane blocked.
3,At 61st Ave/Exit 255 - Accident. Center lane blocked.
3,At 61st Ave/Exit 255 - Accident. Center lane blocked.
2,At 61st Ave/Exit 255 - Earlier accident. Traffic problem.
2,At 61st Ave/Exit 255 - Accident. Right lane closed.
3,Between I-80/I-94/US-6/Exit 259 and 61st Ave/Exit 255 - Accident. Right lane closed.
3,Between US-6-BR/Ridge Rd/Exit 258 and 61st Ave/Exit 255 - Accident. Traffic problem.
3,At IN-912/Cline Ave/Exit 5 - Accident. on the right.
3,At IN-912/Cline Ave/Exit 5 - Accident. on the right.
2,At S Western Ave - Earlier accident.
4,Closed at Kedzie Ave - Road closed due to accident.
3,At I-94/Torrence Ave/Exit 161 - Accident. Left lane blocked.
4,Closed at S Crawford Ave/S Pulaski Rd - Road closed due to accident.
3,At S Crawford Ave/S Pulaski Rd - Accident.
3,At 63rd St - Accident.
3,At W 71st St - Accident.
3,At IL-64/North Ave - Accident.
3,At IL-43/Waukegan Rd - Accident.
3,At Powis Rd - Accident.
4,Closed at Maple Ave - Road closed due to accident.
3,At CR-21/Geneva Rd - Accident.
2,At IL-59 - Earlier accident.
3,At US-41/Skokie Hwy - Accident.
2,Between I-55/Stevenson Expy (North) and IL-171/Archer Ave - Earlier accident.
3,At 75th St - Accident. Right lane blocked. on the right.
3,At 111th St/Monterey Ave/Exit 355 - Accident.
3,At I-94/Tri-State Tollway - Accident.
3,At I-294/Tri-State Tollway - Accident.
3,Between I-355/Vets Meml Tollway/Exit 140 and Briggs St/Exit 134 - Earlier accident.
3,At IL-60/E Townline Rd - Accident.
3,At Briggs St/Exit 134 - Earlier accident. on the right.
3,At IL-31/State St - Accident.
3,At IL-59/Exit 251 - Accident.
3,At IL-83/Main St - Accident.
3,At US-41/Skokie Hwy - Accident.
3,At Bryn Mawr Ave/Nagle Ave/Exit 82 - Accident.
3,At US-12/IL-59 - Accident.
3,At CR-37/CR-W26/N Kilbourne Rd - Accident.
3,At IL-59 - Accident.
3,At Cass Ave/Exit 273 - Accident. Right lane blocked. on the right.
3,At IL-25 - Accident.
3,At W Spring St - Accident.
3,At Wing St - Accident.
3,At I-55/Joliet Rd - Accident.
3,At IL-171/Archer Ave - Accident.
3,At US-20/Lake St - Accident.
3,At I-53 - Accident.
3,At S Kedzie Ave - Accident.
3,At 183rd St - Accident.
3,At 83rd St - Accident.
3,At US-30/Maple St/Exit 137 - Accident.
3,At Cermak Rd/22nd St - Accident. Hard shoulder blocked.
3,At W Division St - Accident.
3,At Lake Cook Rd - Accident.
3,At CR-36/CR-V67/Deep Lake Rd - Accident.
3,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
3,At IL-50/Cicero Ave/147th St - Accident.
3,At IL-72/Higgins Rd/Exit 1 - Accident.
3,At W Ogden Ave - Accident.
3,At CR-23/Naperville Rd - Accident.
3,At N Waukegan Rd - Accident.
3,At 46th St - Accident.
3,At IL-19/E Chicago St - Accident.
3,At N Waukegan Rd - Accident.
3,At CR-45/CR-A22/W Washington St - Accident.
3,At CR-73/CR-W17/Weiland Rd - Accident.
3,At IL-22 - Accident.
3,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
3,At US-45 - Accident.
3,At IL-50/S Cicero Ave - Accident.
3,At N Hamlin Ave - Accident.
3,At Mayflower Ln/Audrey Ln - Accident.
3,At Villa Ave - Accident.
3,At Dilleys Rd - Accident.
3,At IL-137/Sheridan Rd - Accident.
3,At CR-3/Ferry Rd - Accident.
3,At Roselle Rd - Accident. Hard shoulder blocked.
2,Between IN-912/Cline Ave/Exit 5 and Burr St/Exit 6 - Accident. Center lane blocked.
3,At CR-45/CR-A22/W Washington St - Accident.
3,At Ohio St/Exit 50B - Accident. Left lane blocked.
3,At I-355/North-South Tollway - Accident.
3,At IL-64/North Ave/Exit 48B - Accident. Three lanes blocked. on the right.
3,At Barrington Rd/County Farm Rd - Accident.
3,Between US-12/US-20/95th St/Exit 62 and 83rd St/Exit 61A/Exit 61B - Overturned vehicle.
4,At Ohio St/Exit 50B - Accident. Left lane blocked.
3,Between I-294 and IN-912/Cline Ave/Exit 5 - Accident.
3,At 83rd St/Exit 61A/Exit 61B - Overturned vehicle. Two lanes blocked.
3,Between Randolph St/Exit 51B and Washington Blvd/Exit 51C - Accident.
3,At CR-21/Geneva Rd - Accident.
3,At E Lake Cook Rd - Accident.
4,Closed between Richards St/Exit 133 and Center St/Exit 131 - Road closed due to accident. Bridge maintenance work.
3,Between I-355/Exit 269 and Cass Ave/Exit 273 - Accident. Hard shoulder blocked.
4,Between Belmont Ave/Exit 45C and I-290/Eisenhower Exy/Exit 51H/51I - Accident.
3,At US-30/Ogden Falls Rd - Accident.
3,At 83rd St/Exit 61A/Exit 61B - Overturned vehicle. Right lane blocked.
3,At Allanson Rd - Accident.
3,At Washington Blvd - Accident.
3,At Pulaski Rd/Exit 287 - Accident. on the right.
3,At S Garfield St - Accident.
3,At CR-43/CR-A49/W Long Grove Rd - Accident.
3,At Pulaski Rd/Exit 287 - Accident. on the right.
3,At E 51st St - Accident.
3,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
3,At CR-33/75th St - Accident.
3,At CR-5/CR-V62/N Quentin Rd - Accident.
3,At I-294 - Accident. Hard shoulder blocked.
3,At US-41 - Accident.
4,Closed at WI-20/Exit 333 - Road closed due to accident.
3,Ramp to I-290/Eisenhower Expy - Accident.
3,Ramp to Exit 51H - Accident.
3,Ramp to I-290/Eisenhower Expy Westbound - Accident.
3,Ramp to I-290/Eisenhower Expy - Accident.
4,Closed between Richards St/Exit 133 and Center St/Exit 131 - Road closed due to accident. Bridge maintenance work.
3,Between IL-53/Biesterfield Rd/Exit 4 and Thorndale Ave/Exit 5 - Accident.
3,At Shermer Rd - Accident.
3,At CR-33/75th St - Accident.
3,At Springfield Dr - Accident.
2,Between US-30/Maple St/Exit 137 and Richards St/Exit 133 - Earlier accident.
3,At 111th St/Exit 66A - Accident.
3,At 111th St/Exit 66A - Accident. Two lanes blocked.
3,At US-12/US-20/US-45/Exit 17 - Accident. Left lane blocked.
3,At US-12/US-20/US-45/Exit 17 - Accident. Left lane blocked.
4,Closed at 31st St/Exit 54 - Road closed due to accident.
3,At US-12/US-20/US-45/Exit 17 - Accident.
3,At US-12/US-20/US-45/Exit 17 - Accident. Left lane blocked.
2,At I-80/I-90/Ripley St/Exit 16 - Accident. Right lane closed. on the right.
3,Between I-80/I-94/US-6/Exit 259 and 61st Ave/Exit 255 - Earlier accident. Traffic problem.
3,Between I-65/Exit 11 and I-94/Torrence Ave/Exit 161 - Accident.
3,At US-41/Calumet Ave/Exit 1 - at Wentworth Ave - Accident. Left lane blocked.
3,At US-41/Calumet Ave/Exit 1 - Accident. on the right.
1,At Grant St/Exit 9 - Earlier accident.
3,At Grant St/Exit 9 - Accident.
3,At Canalport Ave/Cermak Rd/Exit 53 - Accident. Left lane blocked.
3,At S Wentworth Ave - Accident.
3,At Damen Ave/Exit 28A - Accident.
3,At Damen Ave/Exit 28A - Accident. Right lane blocked.
3,At 18th St/Exit 52C - Accident.
1,Between I-294 and Illinois/Wisconsin State Line - Earlier accident.
3,At Damen Ave/Exit 28A - Accident. Right lane blocked.
3,At CR-33/75th St - Accident.
2,At Ohare Oasis - Earlier accident.
3,At IL-56/Butterfield Rd - Accident.
3,At US-12/US-20/95th St/Exit 62 - Accident. Right lane blocked. on the right.
2,Between 79th St/60C and 87th St/Exit 61B - Earlier accident. on the right.
3,At IL-59 - Accident.
2,Between IL-50/Cicero Ave/Exit 286 and Damen Ave/Exit 290 - Earlier accident.
3,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
2,At I-94/Ryan Expy/Exit 292 - Accident. on the right.
3,At 43rd St/Exit 56A - Accident.
2,At I-94/Ryan Expy/Exit 292 - Earlier accident. on the right.
2,At I-94/Ryan Expy/Exit 292 - Earlier accident. on the right.
3,At CR-16/CR-W14/Buffalo Grove Rd - Accident.
3,At I-90/I-94/Dan Ryan Expy/S Union Ave - Accident.
3,At WI-20/Exit 333 - Accident. Right lane blocked.
3,At CR-54/CR-A31/22nd St/ML King Jr Dr - Accident.
3,At IL-60/Townline Rd/W Kennedy Rd - Accident.
3,At US-14/Peterson Ave/Exit 41B - Earlier accident. on the right.
3,At W Molidor Rd/W Sullivan Lake Rd - Accident.
3,At N Arlington Heights Rd - Accident.
3,At E Fullerton Ave - Accident.
3,At York St - Accident.
3,Between 87th St/Exit 61B and I-90 - Earlier accident.
3,At US-14/W Dempster St - Accident.
3,At E Lake Cook Rd - Accident.
3,At IL-1/Halsted St - Accident. Hard shoulder blocked.
3,At Plainfield Rd - Accident.
3,At Greenwood Ave - Accident.
3,At IL-131/N Green Bay Rd - Accident.
4,Closed at River Rd/Exit 241 - Road closed due to accident. Construction work.
3,At IL-131/Green Bay Rd - Accident.
3,At W 131st St/Ashbury Dr - Accident.
3,At I-290/S Ashland Ave - Accident.
3,At W Devon Ave/N Broadway St - Accident.
3,At Half Day Rd - Accident.
3,At IL-22/Half Day Rd - Accident.
3,At Bethlehem Ave - Accident.
3,At Woodward Ave - Accident.
3,At N Roselle Rd - Accident.
4,Closed between Arsenal Rd/Exit 245 and River Rd/Exit 241 - Road closed due to accident. Construction work.
3,At IL-22 - Accident.
3,At IL-43/Waukegan Rd - Accident.
4,Closed between Bluff Rd/Exit 247 and River Rd/Exit 241 - Road closed due to accident. Construction work.
3,At Hwy 22 - Accident.
3,At US-41/Skokie Hwy - Accident.
3,At US-41/Skokie Hwy - Accident.
4,At Arsenal Rd/Exit 245 - Accident.
3,At McLean Blvd - Accident.
3,At Winfield Rd - Accident.
4,At Arsenal Rd/Exit 245 - Accident.
3,At IL-60/Townline Rd/W Kennedy Rd - Accident.
3,At IL-43/N Harlem Ave - Accident.
3,At 47th St/Exit 56B - Accident.
3,At Arsenal Rd/Exit 245 - Accident.
3,At Congdon Ave - Accident.
3,At Arsenal Rd/Exit 245 - Accident investigation work. on the right.
3,At Damen Ave/Exit 28A - Accident.
3,At I-90/Northwest Tollway - Accident.
4,At Arsenal Rd/Exit 245 - Accident.
3,At S Barrington Rd/S Hough St - Accident.
3,At US-41/Skokie Hwy - Accident.
3,At IL-132/Grand Ave - Accident.
1,At I-55 - Earlier accident.
2,Between Taylor St/Exit 52A and Ohio St/Exit 50B - Earlier accident.
3,At Randall Rd - Accident. on the right.
3,At CR-26/Thorndale Ave - Accident.
3,At US-12/N Rand Rd - Accident.
3,At County Farm Rd - Accident.
3,At Randall Rd - Accident. Right lane blocked. on the right.
3,At W Congress Pky - Accident.
3,At Bartlett Rd - Accident.
3,At Walnut Ave - Accident.
3,At 31st St - Accident.
3,At McLean Blvd - Accident.
3,At Dwight St - Accident.
4,Closed at Ivanhoe Rd - Road closed due to accident.
3,At IL-64/W North Ave - Accident.
3,At Randall Rd - Accident. Right lane blocked. on the right.
3,At IL-47 - near Tyrell Rd - Accident. Right lane blocked.
3,At Atkinson Rd - Accident.
3,At Randall Rd - Earlier accident. on the right.
3,At Highland Ave - Accident.
3,At W Highland Ave - Accident.
3,At CR-21/Geneva Rd - Accident.
4,At US-12/US-20/US-45/Exit 17 - Accident.
3,At W Molidor Rd/W Sullivan Lake Rd - Accident.
3,At S Stony Island Ave/Chicago Skwy - Accident.
3,At IL-38/Roosevelt Rd - Accident.
3,At US-30/Exit 257 - Accident.
3,At CR-W34/Lewis Ave - Accident.
3,At US-12/US-20/US-45/Exit 17 - Accident.
3,At Pulaski Rd/Exit 287 - Accident. Left lane blocked.
3,At US-12/US-20/US-45/Exit 17 - Accident.
3,At W 103rd St - Accident. Right lane blocked.
4,Closed at E Naperville Rd/N Linden St - Road closed due to accident. Roadwork.
3,At CR-33/75th St - Accident. Hard shoulder blocked.
3,At W Harts Rd/W Gross Point Rd - Accident.
4,Closed at E Naperville Rd/N Linden St - Road closed due to accident. Roadwork.
3,At Wilmington Rd/Exit 327 - Accident. Hard shoulder blocked.
3,At W 127th St - Accident. Right lane blocked.
3,At W 127th St - Accident. Right lane blocked.
3,At W 127th St - at the Cal-Sag Channel - Accident. Right lane blocked.
2,At Burr St/Exit 6 - Accident. Right lane closed.
4,Closed between Kennedy Ave/Exit 3 and Burr St/Exit 6 - Road closed due to accident. Center lane blocked.
4,Closed between Kennedy Ave/Exit 3 and Burr St/Exit 6 - Road closed due to accident. Right lane closed.
3,At Kennedy Ave/Exit 3 - Earlier accident. on the right.
3,At IN-912/Cline Ave/Exit 5 - Earlier accident. on the right.
3,At IN-912/Cline Ave/Exit 5 - Accident.
3,At IN-2/Exit 240 - Overturned vehicle.
2,At Lake/Newton County Line - Accident. Left lane closed.
3,At IN-114/Exit 215 - Accident. Left lane blocked.
3,At 57th St - Accident.
3,At 130th St/Exit 68 - Accident. Left lane blocked.
3,At County Farm Rd - Accident.
3,Between IL-171/Archer Ave and I-55/Stevenson Expy (South) - Accident. Left lane blocked.
3,Between 130th St/Exit 68 and Stony Island Ext - Accident. on the right.
3,At I-94/Ryan Expy/Exit 292 - Accident. Hard shoulder blocked. on the right.
3,At I-94/Ryan Expy/Exit 292 - Accident. Hard shoulder blocked. on the right.
3,At I-94/Ryan Expy/Exit 292 - Accident. Hard shoulder blocked. on the right.
3,At I-94/Ryan Expy/Exit 292 - Accident. Hard shoulder blocked. on the right.
3,At I-94/Ryan Expy/Exit 292 - Accident. Hard shoulder blocked. on the right.
3,At IL-56/E Butterfield Rd - Accident.
3,At CR-36/CR-V67/Deep Lake Rd - Accident.
2,Between I-294 and IN-912/Cline Ave/Exit 5 - Earlier accident.
3,At US-41/N Skokie Hwy - Accident.
3,At IL-120/W Belvidere Rd - Accident.
3,At Lake Cook Rd - Accident.
3,At IL-132/Grand Ave - Accident.
3,At N Midlothian Rd - Accident.
4,At IL-31/IL-56 - Accident. Right lane blocked.
3,At IL-60/Townline Rd - Accident.
3,At IL-56/Butterfield Rd - Accident.
3,At CR-43/County Farm Rd - Accident.
3,At CR-11/Deerfield Pky - Accident.
3,At IL-83/Kingery Hwy - Accident.
3,At CR-31/Plainfield Rd - Accident.
4,At IL-31/IL-56 - Accident. Three lanes blocked.
3,At 63rd St/Exit 58B - Overturned vehicle.
3,At IL-31/IL-56 - Accident.
3,At W 22nd St - Accident.
4,At IL-31/IL-56 - Accident. Two lanes blocked.
3,At CR-43/S County Farm Rd - Accident.
3,At IL-31/IL-56 - Accident. Two lanes blocked. on the right.
3,At Batavia Rd - Accident.
4,At IL-31/IL-56 - Accident. Two lanes blocked.
1,At River Rd/Exit 241 - Earlier accident.
3,At W 55th St - Accident.
3,At IL-64/W North Ave - Accident.
3,At US-20/IL-83/W Lake St - Accident.
3,At IL-31/IL-56 - Accident. Two lanes blocked. on the right.
4,At IL-31/IL-56 - Accident. Two lanes blocked.
4,At IL-31/IL-56 - Accident. Two lanes blocked.
3,At Woodward Ave - Accident.
3,At CR-43/County Farm Rd - Accident.
4,At IL-31/IL-56 - Accident. Three lanes blocked.
3,At N Prospect Ave - Accident. Hard shoulder blocked.
3,At I-90/N-W Tollway/Kennedy Expy - Accident.
3,Ramp to N Central Ave Northbound - Earlier accident.
4,Closed at 57th St - Road closed due to accident.
3,At IL-173/CR-67/21st St - Accident.
3,Ramp to I-88/Ronald Reagan Memorial Tollway - Accident.
4,Closed at 57th St - Road closed due to accident.
3,Ramp to I-88/Ronald Reagan Memorial Tollway - Accident.
4,At IL-31/IL-56 - Accident. Three lanes blocked.
3,Ramp to IL-31/IL-56 - Accident.
3,At Landwehr Rd - Accident.
3,At 9th St - Accident.
3,At Cuba Rd - Accident.
3,At US-34/Ogden Ave - Accident.
3,At Cuba Rd - Accident.
3,At IL-53 - Accident.
3,Ramp to I-53-Ext Southbound - Accident.
3,At Cuba Rd - Accident.
3,At CR-7/CR-V58/Wilson Rd - Accident.
4,At IL-31/IL-56 - Accident. Right lane blocked.
3,At US-14/Northwest Hwy - Accident.
3,At Lawrence Ave - Accident.
3,At Hough St - Accident.
4,Closed at 57th St - Road closed due to accident.
3,At IL-64/W North Ave - Accident.
3,At IL-64/W North Ave - Accident.
1,At IL-47 - Earlier accident.
2,Between Jackson Dr and Roosevelt Dr - Earlier accident.
3,At I-290 - Accident.
1,At Richards St/Exit 133 - Earlier accident.
3,At Homan Ave - Accident.
3,At I-90 - Accident. Two lanes blocked.
1,At Sacramento Blvd/Exit 27A - Earlier accident.
3,At Vincennes Ave - Accident.
3,At Army Trail Rd - Accident.
3,At Marquette Rd/67th St/Exit 59B - Accident.
3,At I-90 - Accident. Two lanes blocked.
3,At I-355 - Accident.
3,At IL-137/Sheridan Rd - Accident.
3,At CR-17/Western Ave/Manhattan Rd - Overturned vehicle.
3,At IL-173/CR-67/21st St - Accident.
3,At Schaeffer Rd - Accident. Object on roadway {something that does not neccessarily block the road or part of it}. in the middle lane.
3,At Schaeffer Rd - Accident.
3,At IL-53-ext - Accident.
3,At Ontarioville Rd - Accident. Hard shoulder blocked.
3,At IL-22 - Accident.
3,At IL-56/Butterfield Rd - Accident.
3,At Euclid Ave - Accident.
3,At 4 Mile Rd - Accident. Left lane blocked.
3,At Highland Ave - Accident.
1,At US-12/US-20/US-45/Exit 17 - Earlier accident.
3,Between Wolf Rd/Exit 16 and US-12/US-20/US-45/Exit 17 - Accident. Left lane blocked.
1,At Lorenzo Rd/Exit 240 - Earlier accident.
3,At Schmale Rd - Accident.
3,At US-41/Geo Halas Dr/Lk Shore Dr - Accident.
3,At Lincoln Oasis - Accident. Left lane blocked.
2,Between I-94 and IL-1/Halsted St - Earlier accident.
3,At E Fullerton Ave/Hiawatha Dr - Accident.
1,At Elgin Ohare Expy - Earlier accident.
3,At US-20/Lake St - Accident. Left lane blocked.
3,At IL-1/Halsted St - at Vincennes - Accident. Left lane blocked.
3,At Fullerton Ave/Exit 47A - Accident.
3,At IL-1/Halsted St - Accident.
3,At CR-9/Lemont Rd - Accident.
2,At 87th St/Exit 61B - Earlier accident. on the right.
3,At IL-1/Halsted St/Exit 357 - Accident.
3,Ramp to I-57 - Accident.
3,At I-355/North-South Tollway - Accident.
3,At I-90/I-94/Dan Ryan Expy/S Union Ave - Accident.
3,Ramp to W Flournoy St and S Laramie Ave - Accident. Three lanes blocked.
3,At IL-50/Cicero Ave/Exit 24B - Accident.
3,At Laramie Ave/Exit 24A - Accident.
3,At Pulaski Rd/Exit 287 - Accident.
3,At CR-9/Highland Ave - Accident.
4,Closed at Pulaski Rd/Exit 287 - Road closed due to accident. Two lanes blocked.
3,At Dundee Ave - Accident.
3,At Pulaski Rd/Exit 287 - Earlier accident. on the right.
3,At Kostner Ave/Exit 25 - Accident.
3,At CR-38/63rd St - Accident.
2,At Independence Blvd/Exit 26A - Earlier accident. on the right.
3,At California Ave/Exit 289 - Accident. Three lanes blocked.
3,At Kedzie Ave/Exit 288 - Accident.
3,At IL-19/E Chicago St - Accident.
2,At US-6-BR/Ridge Rd/Exit 258 - Accident. Right lane closed.
2,Between 61st Ave/Exit 255 and US-6-BR/Ridge Rd/Exit 258 - Earlier accident. Traffic problem.
2,Between US-30/Exit 253 and US-6-BR/Ridge Rd/Exit 258 - Earlier accident.
3,At S Lafayette Ave - Accident.
3,Ramp to I-80/I-94 EB and Torrence Ave - Accident.
3,At 47th St/Exit 56B - Accident.
3,At IL-43/Harlem Ave/Exit 21B - Accident.
3,At 111th St/Monterey Ave/Exit 355 - Accident.
3,At Chicago Ave - Accident.
3,At IL-43/Harlem Ave/Exit 148 - Accident.
3,At S Dr Martin L King Jr Dr - Accident.
3,At I-55/Stevenson Expy/Exit 53B - Accident. Two lanes blocked.
3,At I-94/Bishop Ford Fwy - Accident.
3,At IL-83/W College Dr/W Cal Sag Rd - Accident. Left lane blocked.
3,At IL-47/Exit 220 - Accident.
3,At Farnsworth Ave - Accident. Left lane blocked. Roadwork.
4,At W Hoff Rd - Serious accident.
2,At US-6/159th St/Exit 348 - Accident.
2,At 111th St/Monterey Ave/Exit 355 - Accident. Hard shoulder blocked.
3,At I-55/31st St/Stevenson Expy - Accident. Hard shoulder blocked.
3,Between Oakley Blvd/Western Ave/Exit 27C and Homan Ave/Exit 26B - Accident.
1,At I-90/I-94/Dan Ryan Expy/S Union Ave - Earlier accident.
2,At Diehl Rd/Bilter Rd - Earlier accident. Roadwork. Left lane blocked.
3,Between Garfield Blvd/Exit 57B and 35th St/Exit 55A - Earlier accident.
3,At US-30/Exit 257 - Accident.
3,At IL-21/N Milwaukee Ave - Accident.
1,At I-55 - Earlier accident.
3,At IL-19/Irving Park Rd - Accident.
3,At CR-15/N Cass Ave - Accident.
3,At IL-43/N Harlem Ave - Accident.
3,At CR-38/CR-W20/N Oplaine Rd - Accident.
3,At IL-131/N Green Bay Rd - Accident.
1,Ramp to US-34/Ogden Ave Eastbound - Earlier accident.
3,At IL-64/North Ave - Accident.
3,At S Highland Ave - Accident.
3,At CR-39/CR-V68/Alleghany Rd - Accident.
3,At W Highland Ave/Chicago St - Accident.
3,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
3,At Potter Rd - Accident.
3,At Wise Rd - Accident.
3,At CR-33/75th St - Accident.
3,At CR-24/Medinah Rd - Accident.
3,At Plainfield-Naperville Rd/Rickert Dr - Accident.
1,At CR-34/Randall Rd - Earlier accident.
3,At S Gary Ave - Accident.
3,At CR-11/E Army Trail Rd - Accident.
3,At IL-83/Kingery Hwy - Accident.
3,At 83rd St/German Church Rd - Accident.
3,At 76th St/Exit 60B - Earlier accident. on the right.
3,At 67th St/Marquette Rd - Accident.
3,At S Central Ave - Serious accident.
3,Ramp to I-88/Ronald Reagan Meml Tollway EB - Accident.
3,At I-88/E-W Tollway - Accident.
3,At CR-33/75th St - Accident.
3,At 10th St/55th St - Accident.
3,At I-55/Stevenson Expy/Exit 53B - Accident.
3,At I-88/IL-56/Butterfield Rd - Accident.
3,At Burr Oak Ave/127th St/Exit 353 - Accident.
4,Closed between 47th St/Exit 56B and 59th St/Exit 58A - Road closed due to accident.
3,At IL-43/Harlem Ave - Accident.
3,At I-55/Stevenson Expy - Accident.
3,At W 31st St - Accident.
3,At IL-83/Kingery Hwy - Accident.
4,Closed between 47th St/Exit 56B and 59th St/Exit 58A - Road closed due to accident.
3,At Maple Ave - Accident. Three lanes blocked.
3,At IL-394/Exit 160 - Accident. Left lane blocked.
3,At Cal Sag Rd - Accident.
3,At IL-56/Butterfield Rd - Accident.
3,At CR-29/Greenbrook Blvd/E Stearns Rd - Accident.
3,At IL-38/Roosevelt Rd - Accident.
3,At CR-38/63rd St - Accident.
3,At W 138th St - Overturned vehicle. Danger.
3,At W Vermont Ave - Overturned vehicle. Danger.
3,At IL-394/Exit 160 - Accident.
3,At W 143rd St/Archer Ave - Accident. Left lane blocked.
3,At W 127th St - Accident. Two lanes blocked.
3,At IL-83/W 147th St - Accident. Right lane blocked.
3,At I-190/Exit 78 - Accident. Two lanes blocked.
3,At I-190/Exit 78 - Accident. Right lane blocked.
3,At Roselle Rd - Accident. Three lanes blocked.
3,At I-190/Exit 78 - Accident. Right lane blocked. on the right.
1,At Roselle Rd - Earlier accident.
2,At I-190/Exit 78 - Earlier accident. on the right.
3,At US-14/Northwest Hwy - Accident.
3,At Fairview Ave - Accident.
3,At 79th St - Accident.
3,At CR-17/Chicago Ave/Maple Ave - Accident.
3,At County Farm Rd - Accident.
3,At Potter Rd - Accident.
3,At CR-A19/W Greenwood Ave/Sheridan Rd - Accident.
3,At CR-21/Geneva Rd - Accident.
3,At CR-7/W St Charles Rd - Accident.
3,At W 87th St - Accident. Right lane blocked.
4,Closed at 57th St - Road closed due to accident.
3,At IL-43/Harlem Ave/Exit 21B - Multi-vehicle accident involving vehicle.
2,At CR-K/Exit 329 - Accident.
2,At Half Day Rd - Accident.
2,At Grand Ave - Accident.
3,At Stearns School Rd - Accident.
3,At Stearns School Rd - Accident.
3,At 71st St/Exit 59C (West) - Accident.
3,Ramp to Dan Ryan Expy - Multi-vehicle accident involving vehicle.
3,At 79th St/60C - Multi-vehicle accident involving vehicle.
3,At Fairfield Rd - Accident.
3,At Arlington Heights Rd - Accident.
3,At 75th St - Accident. Left lane blocked.
3,At Division St/Exit 49A - Accident.
3,At 17th Ave/Exit 19A - Accident.
